"Date";"agilient_tech";"abbvie";"amerisource_bergen";"abbot_labs";"align";"amgen";"baxter";"becton_dickinson";"biogen";"bio_rad_labs";"briston_myers_squibb";"boston_scientific";"cardinal_health";"cigna";"centene";"cooper";"charles_river_laboratories";"catalent_inc";"cvs_health_corp";"quest_diagonistcs";"danaher";"davita";"dexcom";"elevance_health";"edwards_lifesciences";"gilead";"hca";"hologic";"henry_schein";"humana";"idexx_labels";"illumina";"incyte";"iqvia_holdings";"intuitive_surgical";"j_j";"laboratory_america";"eli_lilly";"mckesson";"medtronic";"molina_healthcare";"merck_co";"mettler_toledo";"pfizer";"perkin_elmer";"regeneron_pharma";"steris";"resmed";"stryker";"bio_techne";"teleflex";"thermo_fisher_scientific";"universal_health_service";"united_health";"vertex";"viatris";"waters";"west_pharmaceutical";"dentsply";"zimmer_biomet";"zoetis_inc"
2015-12-07;40,7;56,27;99,98;45,56;66,47;158,3;37,73;153,62;281,63;137,8;68,84;18,57;88,74;137,79;28,88;132,33;75,56;27,02;96,34;68,83;72,99;71,55;21,81;132,78;26,8;102,91;66,42;38,83;79,6;169,47;70,19;176,09;107,72;67,41;58,06;103,32;124,71;86,38;188,98;77,95;58,78;51,19;338,66;30,96;51,41;546,61;56,53;76,47;94,14;22,95;131,87;135,53;117,09;115,91;121,79;51,09;130,81;62,15;62,96;100,41;45,91
2015-12-04;41,1;57,18;99,89;45,3;65,56;161,43;37,54;154,81;284,45;138,98;69,11;18,51;88,44;140,43;29,34;130,34;76,83;27,65;95,46;68,57;73,16;72,22;21,94;132,75;27;104,07;67,25;39,57;79,17;170,77;70,4;178,83;109,11;68,02;57,93;102,95;124,74;86,62;190,54;78,14;60,45;51,15;338,72;31,09;52,25;558,66;57,8;74,24;94,34;23,04;133,6;137,07;119,45;117,74;125,17;51,41;131;62,8;63,08;100,55;46,46
2015-12-03;40,15;56,12;98,71;44,15;65,82;154,65;36,87;149,93;275,44;136,51;66,45;18,04;86,3;137,26;28,41;142,05;74,91;26,79;92,85;66,21;71,66;71,67;20,98;129,43;26,23;101,38;67,38;39,17;78,15;168,6;70,02;174,14;106,83;65,78;56,52;100,79;121;83,06;190,3;76,67;59,14;50,15;332,17;30,7;50,89;535,73;58,32;73,53;92,58;22,91;129,75;132,57;118,16;115;122,06;51,07;127,56;61,98;62,61;99,36;45,2
2015-12-02;40,42;57,72;98,85;45,22;67,93;160,52;37,36;151,78;284,96;139,47;67,78;18,41;87,29;139,74;29,51;149,38;76,45;27,58;94,5;68,69;72,74;72,77;21,55;132,92;27,14;104,44;70,01;40,87;79,55;173,13;71,88;181,6;113,85;66,75;57,51;102,05;124,18;84,56;189,99;76,11;61,24;51,32;336,12;31,19;52,56;546,88;59,89;76,18;96,26;23;133,52;136,77;122,94;117,64;130,41;52,08;130,79;63,73;62,44;102,26;46,37
2015-12-01;41,06;59,02;99,5;45,46;67,09;161,98;37,94;152,67;290,04;140,04;68,26;18,52;88,91;139,59;29,5;147,99;78,21;28,16;95,45;69,11;73,25;73,52;21,54;135,82;27,47;105,85;71,16;41,22;79,56;173,55;71,54;187,41;112,21;68,94;58,03;102,36;125,32;86,5;191,25;76,51;62,58;52,03;342,17;31,87;53,66;545,74;59,93;76,9;96,79;22,88;134,04;138,35;125,33;116,26;130,36;53,08;133,38;63,96;61,97;102,72;47,01
2015-11-30;41,82;58,15;98,64;44,92;66,74;161,1;37,65;150,25;286,86;139,72;67,01;18,28;86,85;134,98;28,88;146,25;76,57;27,85;94,09;68,32;73,06;73,04;21,25;130,38;27,17;105,96;68,06;40,35;78,24;168,66;70,82;183,9;114,24;67,99;57,78;101,24;121,54;82,04;189,35;75,34;60,26;50,55;342,78;31,06;53,16;544,5;59,57;76,38;96,46;22,8;131,7;138,4;121,52;112,71;129,36;51,3;132,82;63,05;60,66;101,01;46,7
2015-11-27;41,97;60;98,99;45,42;67,65;163,52;37,68;151,29;293,21;141,64;67,85;18,33;87,29;135,3;29,36;146,96;78,04;28,53;94,63;68,76;73,4;74,32;22,21;131,22;27,52;108;69,45;40,06;78,31;168,9;70,67;185,56;116,75;69,26;57,69;102,37;122,07;83,65;190,36;76,46;61,98;51,45;344,77;31,08;53,58;563,1;60,02;76,35;98,09;23,16;131,4;139,96;124,59;114,34;133,06;51,74;134,1;64,13;61,11;101;47,08
2015-11-25;41,34;60,29;98,93;45,41;67,76;163,95;37,88;150,12;292,3;140,05;68,08;18,38;86,98;134,13;28,38;145,31;77,23;28,4;93,9;68,53;73,39;73,75;21,85;131;27,28;107,78;68,96;39,94;77,73;168,39;70,24;180,46;115,41;68,51;57,54;101,96;121,82;83,74;189,57;76,56;60,39;51,22;340;31,16;53,16;561,69;59,54;76,04;97,22;22,85;130,65;138,66;123,75;114,41;131,97;51,8;133,26;63,62;60,95;101,29;46,97
2015-11-24;40,67;61,13;98,5;45,45;67,25;162,78;38,04;150,55;289,15;139,28;67,82;18,32;86,76;134,26;28,49;144,35;76,5;28,15;92,25;68,25;73,15;73,5;21,71;131,63;26,73;106,57;68,99;40,01;77,3;168,41;69,01;176,29;111,72;69,16;57,42;102,04;121,18;83,88;189,8;76,56;61,45;50,99;340,15;30,31;52,54;567,47;59,09;75,04;96,61;22,6;131,18;137,96;124,31;113,19;133,13;50,39;132,83;63,69;61,12;101,92;46,93
2015-11-23;40,03;61,15;98,73;45,44;67,21;162,47;38,07;150,92;294,25;139,06;67,99;18,1;87,33;133,17;28,48;143,16;76,34;27,56;91,56;68,58;73,68;73,41;21,57;131,13;26,84;106,36;67,36;40;77,75;168,07;69,08;174,62;112,98;69,24;57,68;102,77;121,11;84,74;189,7;76,56;60,33;51,5;340,57;29,7;52,83;570,85;58,45;74,28;96,08;22,83;132,53;137,6;123,4;112,16;132,29;50,88;133,73;62,67;61,71;102,85;46,96
2015-11-20;39,28;61,11;99,1;46,01;67,19;159,91;38,31;151,22;290,16;139,22;67,82;17,87;87,59;132,17;28,71;144,27;75,16;27,4;91,93;67,95;73,78;73,53;21,57;131,29;26,28;106,54;67,42;40,01;78,06;167,61;69,23;174,34;113,13;68,73;57,4;102,48;121,47;84,47;189,68;76,09;59,09;51,59;343,57;30,5;52,67;579,57;59,12;74,59;96,48;22,5;131,96;137,84;122,5;112,97;130,55;51,87;133,17;62,24;61,26;103,74;47,32
2015-11-19;38,5;60,55;99,19;45,73;67,39;159,49;37,91;149,96;289,44;138,42;66,94;17,62;87,36;127,83;27,23;144,44;74,83;27,26;92,49;67,85;73,48;73,21;21,15;127,86;25,99;106,51;65,39;39,85;77,53;164,25;69,06;173,77;116,43;69,07;56,02;102,49;120,29;83,72;185,36;75,75;55,6;51,76;340;30,61;52,63;581,35;58,24;74,56;95,41;22,54;131,03;137,4;119,08;110,63;130,08;51,22;131,55;62,3;61,09;104,07;46,9
2015-11-18;39,34;60,99;100,31;45,8;66,33;160,92;38,07;151,54;291,98;140,81;67,61;17,77;88,6;135,14;29,73;145,7;74,15;27,76;95,19;69,09;73,54;73,99;21,25;137,3;26,18;108,13;70,21;40,59;78,28;171,08;68,37;176,43;116,86;69,73;56,37;102,67;124,19;83,65;189,27;77,56;63,39;51,71;341,14;31,58;52,59;587,09;58,14;75,78;97,01;22,92;131,41;137,73;124,44;117,25;133,26;52,02;131,86;62,99;60,85;104,97;47,18
2015-11-17;38,38;60,38;99,17;44,77;65,28;157,6;37,77;150,96;279,49;138,68;65,73;17,58;86,72;133,76;29,44;144,52;72,72;26,91;93,79;68,04;72,27;73,15;20,73;136,25;25,79;104,53;69,25;40,05;77,09;169,52;68,18;173,48;113,48;68,58;55,39;101,5;123,41;81,3;185,48;76,58;62,88;51,21;336,32;31,16;51,57;570,91;57,58;75,3;96,61;22,04;130,73;135,44;122,66;114,39;128,26;50,66;131,77;63,05;60,38;104,75;45,77
2015-11-16;37,33;60,01;97,3;44,88;65,15;154,5;37,93;150,79;283,53;136,83;65,02;17,74;86,19;133,49;29,25;150,12;71,7;26,7;93,62;67,51;72,12;73,51;20,75;135,06;25,78;103,81;67,2;39,73;77,01;169,04;67,92;170,11;108,06;67,19;55,66;101,22;120,85;81,23;182,35;76,24;62,61;51,2;333,05;31,43;51,01;558,38;57,43;75,29;96,66;21,93;130,8;135,54;120,23;113,82;125,28;50;130,52;62,58;60,05;105,59;45,3
2015-11-13;36,77;59,86;96,59;43,96;63,67;151,55;37,57;148,68;284,84;136,04;64,15;17,51;85,5;131,57;28,64;147,46;71,02;27,58;91,81;67,2;70,9;72,58;21,11;132,55;25,54;102,57;66,45;39,66;75,53;167,36;66,96;165,65;107,36;66,71;55,42;99,88;119,69;79,55;179,89;74,46;61,76;50,57;328,19;31,54;50,64;548,9;57,32;74,05;95,63;21,75;128,48;132,33;119,76;111,41;123,05;48,78;128,69;61,98;59,37;104,29;44,85
2015-11-12;37,49;60,23;96,91;44,19;64;150,98;37,46;148,43;291,33;136,42;63,72;17,74;85,49;131,39;28,63;146,82;71,09;27,27;93,12;66,37;71,31;73,24;20,85;133,43;25,49;104,23;65,11;39,7;76,42;169,05;67,21;155,39;104,2;66,8;55,56;100,27;119,66;79,86;180,1;74,21;61,73;50,57;325,11;31,65;50,68;552,53;57,36;73,24;95,61;21,77;128,43;132,44;117,62;112,82;117,3;43,2;129,45;61,54;59,65;104,65;44,53
2015-11-11;37,66;60,86;98,24;45,07;65,59;156,86;37,88;151,96;293,89;139,27;64,24;18,01;87,22;131,81;29,55;148,7;72,96;27,89;94,85;67,2;72,09;74,97;21,18;134,19;26,23;107,19;67,66;40,36;76,91;171,1;69,74;154,97;106,15;66,58;55,4;101,86;121,09;80,7;183,47;76,06;62,5;51,22;332,83;31,98;51,51;566,41;58,37;73,62;97,63;22,27;131,44;134,86;120,81;114,54;118,2;44,49;131,67;62,56;60,74;106,63;45,08
2015-11-10;37,98;62,3;98,87;45,76;66,1;158,37;37,98;152,11;297,22;140,09;65,05;18,8;88,03;134,25;30,43;151,95;74,05;28,22;97,84;68,43;72,08;76,11;21,23;135,27;26,26;108,85;70,08;41;77,41;176,44;70,85;153,3;109,16;67,26;55,84;101,45;123,88;80,06;184,66;76,4;65,19;51,9;331,7;32,03;52,18;564,86;57,9;74,51;97,6;22,63;131,82;136,03;125,1;115,89;118,9;45,44;132,3;63,1;61,39;107,26;45,88
2015-11-09;37,92;63,23;97,4;45,05;67,08;159,63;37,66;152,41;293,4;140,7;64,99;18,59;87,67;132,94;30,54;152,02;73;28,25;97,99;67,74;72,3;75,59;21,26;133,77;26,2;108,11;69,98;39,64;76,49;177,65;70,68;154,61;105,86;67,06;55,34;100,84;122,86;79,36;183,13;75,87;65,83;51,72;328,09;31,9;51,65;558,52;57,97;73,75;96,81;22,2;133,07;134,3;124,44;114,26;118,85;45,14;132,16;63,25;60,49;106,92;45,8
2015-11-06;38,14;64,13;97,61;45,63;67,17;160,46;37,97;152,5;295,35;140,31;65,45;18,78;88,5;132,81;30,88;153,31;74,01;28,37;98,7;68,2;72,63;77,27;21,18;133,98;26,19;108,34;69,97;40,26;76,84;177,24;70,54;155,84;100,21;66,09;55,66;101,92;121,76;80,46;183,75;76,06;66,14;52,07;327,66;32,16;51,94;562;58,36;75,46;97,6;22,4;132,99;134,3;125,86;114,81;117,96;44,96;132,48;63,64;61,65;107,28;45,97
2015-11-05;38,3;62,77;97,89;45,18;66,39;161,22;37,55;152,24;293,03;140,97;65,55;18,94;88,2;132,4;30,87;153,51;72,42;27,84;99,54;68,65;72,49;77,75;21,2;136,04;26,44;107,83;68,59;39,96;77,11;179,05;70,7;154,75;116,76;65,89;55,48;102,33;121,93;80,61;185,94;76,17;65,7;52,49;312,36;32,37;52,43;564,16;58,48;76,83;97,59;22,23;133,23;134,95;122,91;116,23;121,91;44,79;131,74;62,54;61,55;107,85;45,46
2015-11-04;38,34;63,8;97,47;45,18;66,53;161,88;37,57;151,01;296,57;140,86;65,62;18,67;86,58;129,94;30,39;153,48;71,47;28,11;99,57;69,12;72,62;77,45;21,76;135,34;26,07;108,98;68,67;39,52;77,46;176,88;70,42;159,06;117,14;65,82;55,72;101,94;123,09;81,05;181,9;76,16;63,8;52,95;312,88;32,36;53,21;564;58,53;75,51;97,5;22,26;133,24;135,25;125,03;114,64;124,9;46,58;132,24;62,03;62,03;107,79;46,55
2015-11-03;38,27;62,43;97,67;45,51;66,93;162,46;38,22;146,63;299,14;141,32;66,08;18,67;86,37;131,95;30,68;152,14;68,52;27,35;99,89;69,01;72,53;77,6;21,86;137,05;26,32;109,1;68,8;39,72;76,25;178,53;70,03;152,86;119,99;65,27;55,93;101,96;124,06;81,67;183,37;76,3;64,38;52,55;314,25;33,15;52,93;578;58,56;76,31;96,8;22,35;133,37;134,26;122,84;117,66;128,36;46,57;132,83;61,11;62,09;106,4;46,63
2015-11-02;38,59;63,38;97,83;45,43;66,37;162,31;37,77;144,81;303,08;141,64;65,75;18,86;86,15;133,75;30,46;154,77;68,89;27,52;100,38;69,26;72,4;78,16;21,7;139,86;26,25;109,6;69,75;39,59;77;180,64;69,6;148,84;120,65;66,05;56,03;102,17;124,46;82,04;180,64;75,75;64,96;52,55;313,08;33,24;52,91;579;58,22;74,47;96,71;22,61;133,27;134,54;125,14;118,69;126,94;45,81;132,23;60,84;62,34;106,95;44,24
2015-10-30;37,76;59,55;96,51;44,8;65,46;158,18;37,39;142,52;290,51;139,48;65,95;18,28;82,2;134,04;29,74;152,36;65,24;26,58;98,78;67,95;70,72;77,51;20,83;139,15;26,19;108,13;68,79;38,86;75,86;178,63;68,62;143,28;117,53;63,65;55,18;101,03;122,74;81,57;178,8;73,92;62;52,12;310,99;32,06;51,64;557,39;57,61;74,95;95,62;22,05;133;130,78;122,09;117,78;124,74;44,09;127,8;60,01;60,85;104,57;43,01
2015-10-29;37,7;54,1;96,82;45,24;65,7;160,58;37,59;143,23;293,72;140,52;67,31;18,18;83,01;135,55;30,21;150,38;66,32;26,63;103,8;66,82;70,52;77,75;20,61;141,34;25,83;109,21;67,7;38,67;75,44;180,57;69,96;145,72;117,03;64,47;55,59;101,37;123,35;82;186,25;73,76;66,96;52,32;309,43;32,96;51,15;560,02;57,31;70;95,85;21,84;132,53;131,38;122,17;119,71;126,17;45,78;128,56;60,11;60,57;104,87;43,55
2015-10-28;37,52;53,26;97,5;44,76;66,3;162,67;37,25;141,97;293,69;141,7;67,59;18,4;82,83;136,05;30,55;149;67,49;27,31;103,81;66,29;70,18;77,44;21,02;141,8;25,67;108,13;68,98;39,54;75,48;178;68,92;146,96;120,36;66,99;55,56;100,48;122,81;83,07;182,41;73,54;67,8;52,54;307,37;33,6;50,99;571,14;57,7;71,04;95,77;21,86;129,91;129,25;120,68;119,78;120,1;44,89;129,19;59,96;59,27;97,87;43,34
2015-10-27;37,05;52,58;97,54;43,88;67,09;161,98;36,64;140,75;290,63;140,64;66,8;16,82;82,09;136,97;30,42;146,5;66,44;25,82;105,29;64,89;69,47;76,95;20,9;144,69;25,16;110,96;68,8;38,43;75,41;175,16;76,74;145,03;117,64;68,76;55,2;100,19;120,67;80,91;181,68;72,68;66,08;50,99;300,57;33,17;50,07;567,79;57,41;68,25;93,84;23,98;127,37;126,79;116,04;119,37;121,01;44,09;127;57,61;59;95,19;42,74
2015-10-26;36,83;51,87;93,63;43,61;68,27;158,58;35,91;139,9;274,6;140,87;64,55;16,7;80,81;133,13;29,02;146,54;66,7;25,87;103,47;64,45;70,02;76,4;20,63;141,74;24,49;108,63;69,08;37,71;74,78;170,24;75,94;147,65;112,29;69,14;55,17;99,94;117,74;79,11;189,54;72,76;64,34;50,45;300,68;32,38;49,87;545,87;56,24;67,65;93,9;23,9;126,28;127,03;117,89;116,53;114,77;41,85;124,16;57,15;58,81;94,67;42,35
2015-10-23;37,11;50,34;93,13;43,6;67,97;155,75;35,4;140,22;276,99;140,8;65,16;16,73;80,14;132,54;28,62;146,31;65,57;26,14;103,95;64,84;70,35;75,94;20,62;140,95;24,98;107,99;68,98;36,96;74,96;168,2;75,02;147,43;110,02;68,27;55,56;100,31;111,95;78,31;186,96;73,69;63,74;50,42;304,27;32,28;50,32;536,7;56,25;67,78;94,44;23,88;126,19;126,47;115,95;115,92;114,37;40,96;124,27;57,02;58,76;94,56;42,54
2015-10-22;36,09;48,27;92,8;43,5;60,78;152,31;34,92;138,45;276,83;137,13;63,18;16,42;77,75;129,49;27,77;143,47;64,52;25,36;104,29;62,29;71,23;74,98;19,51;139,41;24,76;107,6;66,08;36,57;74,17;165,11;73,3;142,08;109,02;67,69;55,13;99,53;109,51;76,98;181,44;73,07;62,86;49,59;300,44;31,6;48,99;525,11;55,5;67,63;98,53;23,27;124,71;124;111,73;113,81;109,49;39,16;123,18;55,51;58,64;94,39;40,8
2015-10-21;35,9;53,83;92,71;42,2;61,59;150,09;35,6;139,76;276,34;138,79;62,51;17,19;78,03;136,61;29,15;146,12;66,28;25,53;103,29;65,04;67,55;76,46;19,9;142,79;24,82;101,73;71,2;37,26;73,16;177,15;74,68;140,17;107,15;68,79;55,49;97,63;116,04;77,01;186,62;73,42;66,71;48,24;293,13;31,72;48,8;518,53;56,21;68,8;99,79;23,97;127,56;127,11;125,47;118,11;109,62;40,89;121,34;55,1;57,75;96,9;41,66
2015-10-20;36,32;54,83;93,18;41,74;61,98;150,45;34,26;139,76;265,81;139;63,89;17,19;78,73;142,21;29,95;144,96;65,57;25,85;103,6;65,32;67,78;76,19;20,14;148,24;25,2;101,66;72,42;37,48;73,06;185,92;74,27;145,1;107,5;70,18;52,56;97,59;117,58;77,79;189,33;73,64;68,9;48,05;294,43;32,23;48,97;514,67;56,46;68,66;99,21;23,93;126,85;128,62;128,16;120,42;110,25;42,55;122,01;55,42;56,96;97,71;43,09
2015-10-19;36,23;56,16;94,79;42,15;61,1;154,47;34,02;139,95;273,02;140,12;65,08;17,08;80,2;141,9;30,32;143,71;67,26;26,74;103,51;65,66;67,57;76,33;20,81;148,81;25,23;103,61;73,51;38,54;72,8;186,67;74,22;147,48;110,69;71,75;53,16;97,94;117,39;80,25;194,85;74,24;69,89;49,01;291,4;32,7;48,88;523,56;57,89;67,33;100,46;23,98;127,86;129,03;129,4;120,73;115,88;43,74;121,59;55,88;56,87;98,19;43,78
2015-10-16;35,78;56,53;95,06;42,22;60,65;152,61;33,92;139,56;272,37;138,64;64,49;17,07;80,13;140,74;29,05;144,34;66,04;26,7;103,38;65,36;67,41;76,5;20,82;147,05;25,21;102,83;72,95;37,85;72,42;184,2;73,7;150,22;107,78;71,57;51,93;98,24;117,41;81,51;195,21;74,11;69;49,09;291,33;32,62;48,59;514,59;56,5;66,9;100,03;23,74;126,75;126,4;128,47;119,98;114,32;43,55;120,99;56,35;56,66;98,54;43,93
2015-10-15;35,58;56,14;94,07;41,87;60,65;152,54;33,7;137,07;268,41;138,49;63,62;16,85;79,14;139,09;28,84;145,23;65,64;26,34;102,41;64,07;67,5;75,23;21,09;145,23;24,52;101,64;72,21;37,67;71,36;183,25;73,36;151,84;112,52;70,63;51,37;97,15;115,38;79,86;193,75;73,43;68,38;48,36;288,01;32,31;48,25;519,35;56,33;66,87;98,69;23,45;124,88;125,47;125,23;120,17;115,79;42,73;120,6;56,09;55,75;97,92;43
2015-10-14;35,05;53,94;93,03;40,72;56,5;147,81;33,05;135,76;256,79;136,23;62,08;16,66;78,61;137,6;28,38;140,19;63,89;24,99;100,45;61,9;66,88;73,24;17,66;143,35;24,07;98,39;76,02;36,69;70,39;182,52;71,57;144,54;105,91;69,23;50,54;94,53;111,55;79,25;189,78;72,2;67,38;47,24;283,27;31,32;47,16;509,28;55,25;65,23;96,9;22,89;124,92;123,97;126,29;122,07;113,3;42,24;118,01;54,79;56,03;95,19;42,38
2015-10-13;35,63;53,8;94,15;40,92;56,21;147,58;33,1;136,91;256,04;137,42;62,34;16,73;80,08;138,85;28,63;139,44;65;24,09;102,05;63;67,6;73,35;18,86;146,53;24,1;98,19;75,86;37,21;71;184,45;72,74;145,43;101,21;69,88;50,71;95,45;111,1;79,62;191,91;72,79;69,12;47,17;291,19;31,26;47,59;508,04;54,52;66,21;97,57;23,3;125,42;125,48;127,76;123,99;109,4;41,42;119,06;54,99;56,67;96,09;42,32
2015-10-12;35,99;55,77;93,72;41,57;57,26;153,03;33,47;138,46;264,67;139,18;62,71;16,94;80,08;137,61;28,64;139,19;65,97;24,54;103,07;63,36;67,82;73,64;19,49;143,86;24,92;99,51;77,79;37,62;71,59;181,51;75,21;146,6;106,01;70,09;51,2;95,99;112,6;79,44;190,61;73,01;67,17;48,35;295,52;31,49;48,21;526,83;54,55;67,18;98,51;23,82;126,62;125,9;129,27;122,51;113,25;42,9;120,59;55,63;56,65;96,51;42,71
2015-10-09;36,23;55,64;92,84;41,89;56,39;149,59;33,21;137,76;269,16;139,19;61,44;16,88;78,67;136,36;28,68;137,62;64,63;24,54;102;63,26;67,08;73,16;19,39;140,49;24,7;100,65;77,91;37,28;70,85;181,04;74,05;147,77;105;69,83;52,18;95,37;112,35;86,14;189,95;72,6;65,64;48,58;293,71;31,51;48,19;503,92;54,3;66,64;97,75;23,61;125,79;126,52;128,5;119,27;110;42,55;120,92;54,89;56,51;96,45;42,8
2015-10-08;36,01;56,04;93,54;41,16;56,23;149,9;33,25;137,12;279,88;138,63;60,51;16,79;77,7;133,63;27,47;141,99;62,16;24,24;102,17;63;67,37;73,1;19,5;137,33;24,38;100,81;76,66;37,2;70,59;180,3;73,2;140,37;103,44;67,98;52,05;95,08;111,71;83,77;186,29;72,05;64,11;48,65;292,17;31,37;47,88;491,21;53,91;67,31;97,35;23,42;125,15;125,85;127,44;116,08;109,03;42,67;119,76;54,55;55,15;95,44;43,22
2015-10-07;35,54;55,63;92,94;40,63;56,55;148,05;32,91;137,24;279,24;136,91;60,55;16,82;77,55;136,63;26,95;142,68;62,74;24,32;101,01;62,68;67,03;73,19;19,66;139,41;24,21;100,27;77,55;37,48;69,34;180,92;72,64;145,94;108,65;67,77;51,86;94,98;111,67;83,99;184,98;70,94;64;48,58;287,6;31,56;47,53;485,76;54,07;66,65;96;23,57;124,93;125,2;129,64;116,43;109,4;42,23;119,56;54,43;54,48;94,89;42,67
2015-10-06;34,9;55,08;93,03;39,89;55,75;141,22;32,27;134,59;275,99;134,34;59,88;16,57;78,11;136,71;26,54;144,71;61,75;23,98;99,82;61,58;66,11;72,15;20,03;139,46;24,05;97,54;77,2;37,47;68,31;178,9;71,7;145,81;112,46;66,37;51,07;93,42;110,29;84,17;184;69,92;64,95;47,49;284,46;31,08;46,74;459,82;52,92;65,19;94,92;23,29;123,24;124,09;127,9;116,05;109,46;42,85;117,38;53,7;52,7;93,99;41,39
2015-10-05;35,34;56,68;94,99;41,39;58,47;143,8;33,3;136,99;286,55;137,31;61,97;17,07;79,55;139,69;27,74;148,18;63,91;25,05;101,97;63,66;66,72;73,36;21,14;142,85;24,89;99,26;78,85;38,78;69,11;183,36;75,01;163,17;120,83;70,67;52,09;94,76;113,43;86,57;189,71;70,87;67,37;48,85;289,78;31,74;46,8;473,14;52,66;66,18;96,89;23,43;128,19;126,55;130,32;119,65;114,52;43,9;119,74;55,09;52,32;95,5;42,85
2015-10-02;34,67;55,82;94,91;41,38;56,91;142,47;33,55;135,37;290,35;137,21;62,23;16,92;78,62;138,58;27,98;148,87;64,51;25,29;98,96;62,81;65,68;72,9;21,68;141,85;25,76;98,28;77,89;39,42;68,82;183,51;75,56;163,61;126,46;71,33;51,65;93,93;112,29;87,52;186,54;71,13;69,69;47,81;290,21;31,36;46,43;479,07;51,67;65,3;96,46;23,39;127,38;124,49;127,18;118,83;115,18;43,66;119,31;54,41;50,97;95,27;43,02
2015-10-01;33,74;55,13;94,51;40,76;55,44;140,23;32,73;132,19;287,3;135,1;60,05;16,69;77,12;135,43;26,89;146,68;63,09;24,61;96,91;61,58;64,67;72,05;21,42;138,94;24,83;98,27;77,09;39,03;67,05;180,07;73,68;157,21;117,93;69,61;50,62;93,17;110,18;85,18;186,07;68,4;66,79;47,08;284,19;30,18;45,43;472,97;51,25;65,3;94,91;22,77;124,48;122,1;126,46;116,61;107,23;41,41;117,36;53,83;50,35;93,96;41,29
2015-09-30;34,33;54,41;94,99;40,22;56,76;138,32;32,85;132,66;291,81;134,31;59,2;16,41;76,82;135,02;27,11;148,86;63,52;24,3;96,48;61,47;64,58;72,33;21,46;140;23,69;98,19;77,36;39,13;66,36;179;74,25;175,82;110,33;69,57;51,06;93,35;108,47;83,69;185,03;66,94;68,85;47,09;284,74;29,78;45,96;465,14;50,96;64,97;94,1;23,11;124,21;122,28;124,81;116,01;104,14;40,26;118,21;54,12;50,57;93,93;41,18
2015-09-29;33,74;52,79;95,05;39,5;55,91;133,82;32,69;130,89;278,23;133,19;58,95;16;76,72;132,5;26,43;145,29;62,52;24,38;95,12;60,7;63,07;71,18;20,75;137,72;22,96;96;74,08;37,86;64,97;175,76;72,03;169,82;99,59;68,86;50,61;93,04;106,86;80,28;184,77;66,37;66,72;46,39;282,43;29,41;45,29;451,82;50,62;64,38;93,23;22,71;123,75;119,84;121,16;114,22;99,83;39,8;117,2;54,3;50,52;93,79;39,65
2015-09-28;33,37;52,5;96,19;39,06;55,33;132,24;32,59;130,4;272,28;134,25;57,46;15,88;77,12;133;26,33;144,76;61,59;24,92;96,35;60,51;62,45;70,93;21,21;136,31;22,32;94,8;74,03;37,76;64,25;174,16;72,45;167,51;95,16;69,06;51,5;91,37;108,27;79,74;184,26;64,52;68,02;46,17;277,62;29,22;44,45;453,98;49,43;64,73;92,4;22,23;124,93;118,13;124,89;112,7;98,5;40,86;115,23;54,33;50,46;92,41;39,96
2015-09-25;34,45;55,74;99,84;40,86;56,65;138,53;34,45;136,15;284,79;135;60,24;16,31;79,51;137,48;29,3;149,86;64,7;25,88;98,61;64,41;64,64;72,26;23,02;141,91;22,89;100,14;79,45;40;65,56;181,15;74,54;175,54;106,62;73,36;52,88;91;112,99;84,06;192,23;66,53;71,88;47,29;281,09;30,23;45,75;490,67;50,52;67,4;96,9;22,71;129,93;122,65;130,02;116,37;103,28;43,61;117,16;55,66;51,92;94,44;42,51
2015-09-24;34,55;56,57;101,97;41,94;56,96;143,51;35,29;138,84;293,01;136,78;61,8;16,79;81,43;141,02;30,75;153,9;68,06;26,91;99,17;65,52;64,44;74,35;24,26;147,06;23,39;102,51;81,9;40,71;66,92;185,97;76,08;188,28;111,95;75,2;54,57;92,48;115,31;85,35;197,24;68,38;76,6;48,24;279,18;31;45,93;522;51,72;68;98,22;23,43;130,85;124;133,58;121,09;111,11;45,56;118,72;57,87;52,6;95,62;43,59
2015-09-23;34,95;57,43;102,82;42,2;57,21;145,72;35,76;139,28;298,34;138,06;61,74;16,75;82,04;142,71;31,39;155,02;69,27;27,12;100,63;66,06;64,93;75,52;25,14;149,28;23,6;105,49;84,16;41,19;67,53;188,68;76,65;189,93;116,49;76,01;54,43;92,99;116,8;86,69;198,22;69,29;77,08;48,66;281,73;30,92;46,52;536,5;49,74;62,96;98,59;23,66;132,93;124,62;139,29;123,28;111,86;45,41;119,93;56,65;52,97;97,35;44,32
2015-09-22;35,05;57,74;103,27;42,48;56,87;145,93;35,48;138,26;299,06;137,83;62,09;16,55;81,5;141,15;30,93;154,44;69,37;27,39;100,03;66,11;64,85;75,36;24,36;148,66;23,69;106,51;82,7;41,39;67,72;188,65;76,16;193,09;117,78;75,57;54,91;93,24;117,52;87,8;198,98;70,14;76,19;48,38;285,57;30,58;46,48;530,18;49,79;63;98,56;23,78;133,27;125,25;139,32;122,93;114,41;46,65;119,82;56,23;52,51;97,58;44,23
